datetime,budget,strategy,color
2024-03-14 13:48:00,9672.491839999995,wait,gray
2024-03-14 13:49:00,9672.491839999995,wait,gray
2024-03-14 13:50:00,9672.491839999995,wait,gray
2024-03-14 13:51:00,9672.491839999995,wait,gray
2024-03-14 13:52:00,9672.491839999995,wait,gray
2024-03-14 13:53:00,9672.491839999995,wait,gray
2024-03-14 13:54:00,9672.491839999995,wait,gray
2024-03-14 13:55:00,9672.491839999995,wait,gray
2024-03-14 13:56:00,9672.491839999995,wait,gray
2024-03-14 13:57:00,9672.491839999995,wait,gray
2024-03-14 13:58:00,9672.491839999995,wait,gray
2024-03-14 13:59:00,9672.491839999995,wait,gray
2024-03-14 14:00:00,9672.491839999995,wait,gray
2024-03-14 14:01:00,9672.491839999995,wait,gray
2024-03-14 14:02:00,9672.491839999995,wait,gray
2024-03-14 14:03:00,9672.491839999995,wait,gray
2024-03-14 14:04:00,9672.491839999995,wait,gray
2024-03-14 14:05:00,9672.491839999995,wait,gray
2024-03-14 14:06:00,9672.491839999995,wait,gray
2024-03-14 14:07:00,9672.491839999995,wait,gray
2024-03-14 14:08:00,9672.491839999995,wait,gray
2024-03-14 14:09:00,9672.491839999995,wait,gray
2024-03-14 14:10:00,9672.491839999995,wait,gray
2024-03-14 14:11:00,9672.491839999995,wait,gray
2024-03-14 14:12:00,9672.491839999995,wait,gray
2024-03-14 14:13:00,9672.491839999995,wait,gray
2024-03-14 14:14:00,9672.491839999995,wait,gray
2024-03-14 14:15:00,9672.491839999995,wait,gray
2024-03-14 14:16:00,9672.491839999995,wait,gray
2024-03-14 14:17:00,9672.491839999995,wait,gray
2024-03-14 14:18:00,9672.491839999995,wait,gray
2024-03-14 14:19:00,9672.491839999995,wait,gray
2024-03-14 14:20:00,9672.491839999995,wait,gray
2024-03-14 14:21:00,9672.491839999995,wait,gray
2024-03-14 14:22:00,9672.491839999995,wait,gray
2024-03-14 14:23:00,9672.491839999995,wait,gray
2024-03-14 14:24:00,9672.491839999995,wait,gray
2024-03-14 14:25:00,9672.491839999995,wait,gray
2024-03-14 14:26:00,9672.491839999995,wait,gray
2024-03-14 14:27:00,9672.491839999995,wait,gray
2024-03-14 14:28:00,9672.491839999995,wait,gray
2024-03-14 14:29:00,9672.491839999995,wait,gray
2024-03-14 14:30:00,9672.491839999995,wait,gray
2024-03-14 14:31:00,9672.491839999995,wait,gray
2024-03-14 14:32:00,9672.491839999995,wait,gray
2024-03-14 14:33:00,9672.491839999995,wait,gray
2024-03-14 14:34:00,9672.491839999995,wait,gray
2024-03-14 14:35:00,9672.491839999995,wait,gray
2024-03-14 14:36:00,9672.491839999995,wait,gray
2024-03-14 14:37:00,9672.491839999995,wait,gray
2024-03-14 14:38:00,9672.491839999995,wait,gray
2024-03-14 14:39:00,9672.491839999995,wait,gray
2024-03-14 14:40:00,9672.491839999995,wait,gray
2024-03-14 14:41:00,9672.491839999995,wait,gray
2024-03-14 14:42:00,9672.491839999995,wait,gray
2024-03-14 14:43:00,9672.491839999995,wait,gray
2024-03-14 14:44:00,9672.491839999995,wait,gray
2024-03-14 14:45:00,9672.491839999995,wait,gray
2024-03-14 14:46:00,9672.491839999995,wait,gray
2024-03-14 14:47:00,9672.491839999995,wait,gray
2024-03-14 14:48:00,9672.491839999995,wait,gray
2024-03-14 14:49:00,9672.491839999995,wait,gray
2024-03-14 14:50:00,9672.491839999995,wait,gray
2024-03-14 14:51:00,9672.491839999995,wait,gray
2024-03-14 14:52:00,9672.491839999995,wait,gray
2024-03-14 14:53:00,9672.491839999995,wait,gray
2024-03-14 14:54:00,9672.491839999995,wait,gray
2024-03-14 14:55:00,9672.491839999995,wait,gray
2024-03-14 14:56:00,9672.491839999995,wait,gray
2024-03-14 14:57:00,9672.491839999995,wait,gray
2024-03-14 14:58:00,9672.491839999995,wait,gray
2024-03-14 14:59:00,9672.491839999995,wait,gray
2024-03-14 15:00:00,9672.491839999995,wait,gray
2024-03-14 15:01:00,9672.491839999995,short,green
2024-03-14 15:02:00,9666.351199999996,wait,gray
2024-03-14 15:03:00,9666.351199999996,wait,gray
2024-03-14 15:04:00,9666.351199999996,wait,gray
2024-03-14 15:05:00,9666.351199999996,wait,gray
2024-03-14 15:06:00,9666.351199999996,wait,gray
2024-03-14 15:07:00,9666.351199999996,wait,gray
2024-03-14 15:08:00,9666.351199999996,wait,gray
2024-03-14 15:09:00,9666.351199999996,wait,gray
2024-03-14 15:10:00,9666.351199999996,wait,gray
2024-03-14 15:11:00,9666.351199999996,wait,gray
2024-03-14 15:12:00,9666.351199999996,wait,gray
2024-03-14 15:13:00,9666.351199999996,wait,gray
2024-03-14 15:14:00,9666.351199999996,wait,gray
2024-03-14 15:15:00,9666.351199999996,wait,gray
2024-03-14 15:16:00,9666.351199999996,wait,gray
2024-03-14 15:17:00,9666.351199999996,wait,gray
2024-03-14 15:18:00,9666.351199999996,wait,gray
2024-03-14 15:19:00,9666.351199999996,wait,gray
2024-03-14 15:20:00,9666.351199999996,wait,gray
2024-03-14 15:21:00,9666.351199999996,wait,gray
2024-03-14 15:22:00,9666.351199999996,wait,gray
2024-03-14 15:23:00,9666.351199999996,wait,gray
2024-03-14 15:24:00,9666.351199999996,wait,gray
2024-03-14 15:25:00,9666.351199999996,wait,gray
2024-03-14 15:26:00,9666.351199999996,wait,gray
2024-03-14 15:27:00,9666.351199999996,wait,gray
2024-03-14 15:28:00,9666.351199999996,wait,gray
2024-03-14 15:29:00,9666.351199999996,wait,gray
2024-03-14 15:30:00,9666.351199999996,wait,gray
2024-03-14 15:31:00,9666.351199999996,wait,gray
2024-03-14 15:32:00,9666.351199999996,wait,gray
2024-03-14 15:33:00,9666.351199999996,wait,gray
2024-03-14 15:34:00,9666.351199999996,wait,gray
2024-03-14 15:35:00,9666.351199999996,wait,gray
2024-03-14 15:36:00,9666.351199999996,wait,gray
2024-03-14 15:37:00,9666.351199999996,wait,gray
2024-03-14 15:38:00,9666.351199999996,wait,gray
2024-03-14 15:39:00,9666.351199999996,wait,gray
2024-03-14 15:45:00,9666.351199999996,wait,gray
2024-03-14 15:46:00,9666.351199999996,wait,gray
2024-03-14 15:47:00,9666.351199999996,wait,gray
2024-03-14 15:48:00,9666.351199999996,wait,gray
2024-03-14 15:49:00,9666.351199999996,wait,gray
2024-03-14 16:04:00,9666.351199999996,wait,gray
2024-03-14 16:05:00,9666.351199999996,wait,gray
2024-03-14 16:06:00,9666.351199999996,wait,gray
2024-03-14 16:07:00,9666.351199999996,wait,gray
2024-03-14 16:08:00,9666.351199999996,wait,gray
2024-03-14 16:09:00,9666.351199999996,wait,gray
2024-03-14 16:10:00,9666.351199999996,wait,gray
2024-03-14 16:11:00,9666.351199999996,wait,gray
2024-03-14 16:12:00,9666.351199999996,wait,gray
2024-03-14 16:13:00,9666.351199999996,wait,gray
2024-03-14 16:14:00,9666.351199999996,wait,gray
2024-03-14 16:15:00,9666.351199999996,wait,gray
2024-03-14 16:16:00,9666.351199999996,wait,gray
2024-03-14 16:17:00,9666.351199999996,wait,gray
2024-03-14 16:18:00,9666.351199999996,wait,gray
2024-03-14 16:19:00,9666.351199999996,wait,gray
2024-03-14 16:20:00,9666.351199999996,wait,gray
2024-03-14 16:21:00,9666.351199999996,wait,gray
2024-03-14 16:22:00,9666.351199999996,wait,gray
2024-03-14 16:23:00,9666.351199999996,wait,gray
2024-03-14 16:24:00,9666.351199999996,wait,gray
2024-03-14 16:25:00,9666.351199999996,wait,gray
2024-03-14 16:26:00,9666.351199999996,wait,gray
2024-03-14 16:27:00,9666.351199999996,wait,gray
2024-03-14 16:28:00,9666.351199999996,wait,gray
2024-03-14 16:29:00,9666.351199999996,wait,gray
2024-03-14 16:30:00,9666.351199999996,wait,gray
2024-03-14 16:31:00,9666.351199999996,wait,gray
2024-03-14 16:32:00,9666.351199999996,wait,gray
2024-03-14 16:33:00,9666.351199999996,wait,gray
2024-03-14 16:34:00,9666.351199999996,wait,gray
2024-03-14 16:35:00,9666.351199999996,wait,gray
2024-03-14 16:36:00,9666.351199999996,wait,gray
2024-03-14 16:37:00,9666.351199999996,wait,gray
2024-03-14 16:38:00,9666.351199999996,wait,gray
2024-03-14 16:39:00,9666.351199999996,wait,gray
2024-03-14 16:40:00,9666.351199999996,wait,gray
2024-03-14 16:41:00,9666.351199999996,wait,gray
2024-03-14 16:42:00,9666.351199999996,wait,gray
2024-03-14 16:43:00,9666.351199999996,wait,gray
2024-03-14 16:44:00,9666.351199999996,wait,gray
2024-03-14 16:45:00,9666.351199999996,wait,gray
2024-03-14 16:46:00,9666.351199999996,wait,gray
2024-03-14 16:47:00,9666.351199999996,wait,gray
2024-03-14 16:48:00,9666.351199999996,wait,gray
2024-03-14 16:49:00,9666.351199999996,wait,gray
2024-03-14 16:50:00,9666.351199999996,wait,gray
2024-03-14 16:51:00,9666.351199999996,wait,gray
2024-03-14 16:52:00,9666.351199999996,wait,gray
2024-03-14 16:53:00,9666.351199999996,wait,gray
2024-03-14 16:54:00,9666.351199999996,wait,gray
2024-03-14 16:55:00,9666.351199999996,wait,gray
2024-03-14 16:56:00,9666.351199999996,wait,gray
2024-03-14 16:57:00,9666.351199999996,wait,gray
2024-03-14 16:58:00,9666.351199999996,wait,gray
2024-03-14 16:59:00,9666.351199999996,wait,gray
2024-03-14 17:00:00,9666.351199999996,wait,gray
2024-03-14 17:01:00,9666.351199999996,wait,gray
2024-03-14 17:02:00,9666.351199999996,wait,gray
2024-03-14 17:03:00,9666.351199999996,wait,gray
2024-03-14 17:04:00,9666.351199999996,wait,gray
2024-03-14 17:05:00,9666.351199999996,wait,gray
2024-03-14 17:06:00,9666.351199999996,wait,gray
2024-03-14 17:07:00,9666.351199999996,wait,gray
2024-03-14 17:08:00,9666.351199999996,wait,gray
2024-03-14 17:09:00,9666.351199999996,wait,gray
2024-03-14 17:10:00,9666.351199999996,wait,gray
2024-03-14 17:11:00,9666.351199999996,wait,gray
2024-03-14 17:12:00,9666.351199999996,wait,gray
2024-03-14 17:13:00,9666.351199999996,wait,gray
2024-03-14 17:14:00,9666.351199999996,wait,gray
2024-03-14 17:15:00,9666.351199999996,wait,gray
2024-03-14 17:16:00,9666.351199999996,wait,gray
2024-03-14 17:17:00,9666.351199999996,wait,gray
2024-03-14 17:18:00,9666.351199999996,wait,gray
2024-03-14 17:19:00,9666.351199999996,wait,gray
2024-03-14 17:20:00,9666.351199999996,wait,gray
2024-03-14 17:21:00,9666.351199999996,wait,gray
2024-03-14 17:22:00,9666.351199999996,wait,gray
2024-03-14 17:23:00,9666.351199999996,wait,gray
2024-03-14 17:24:00,9666.351199999996,wait,gray
2024-03-14 17:25:00,9666.351199999996,wait,gray
2024-03-14 17:26:00,9666.351199999996,wait,gray
2024-03-14 17:27:00,9666.351199999996,wait,gray
2024-03-14 17:28:00,9666.351199999996,wait,gray
2024-03-14 17:29:00,9666.351199999996,wait,gray
2024-03-14 17:30:00,9666.351199999996,wait,gray
2024-03-14 17:31:00,9666.351199999996,wait,gray
2024-03-14 17:32:00,9666.351199999996,wait,gray
2024-03-14 17:33:00,9666.351199999996,wait,gray
2024-03-14 17:34:00,9666.351199999996,wait,gray
2024-03-14 17:35:00,9666.351199999996,wait,gray
2024-03-14 17:36:00,9666.351199999996,wait,gray
2024-03-14 17:37:00,9666.351199999996,wait,gray
2024-03-14 17:38:00,9666.351199999996,wait,gray
2024-03-14 17:39:00,9666.351199999996,wait,gray
2024-03-14 17:40:00,9666.351199999996,wait,gray
2024-03-14 17:41:00,9666.351199999996,wait,gray
2024-03-14 17:42:00,9666.351199999996,wait,gray
2024-03-14 17:43:00,9666.351199999996,wait,gray
2024-03-14 17:44:00,9666.351199999996,wait,gray
2024-03-14 17:45:00,9666.351199999996,wait,gray
2024-03-14 17:46:00,9666.351199999996,wait,gray
2024-03-14 17:47:00,9666.351199999996,wait,gray
2024-03-14 17:48:00,9666.351199999996,wait,gray
2024-03-14 17:49:00,9666.351199999996,wait,gray
2024-03-14 17:50:00,9666.351199999996,wait,gray
2024-03-14 17:51:00,9666.351199999996,wait,gray
2024-03-14 17:52:00,9666.351199999996,wait,gray
2024-03-14 17:53:00,9666.351199999996,wait,gray
2024-03-14 17:54:00,9666.351199999996,wait,gray
2024-03-14 17:55:00,9666.351199999996,wait,gray
2024-03-14 17:56:00,9666.351199999996,wait,gray
2024-03-14 17:57:00,9666.351199999996,wait,gray
2024-03-14 17:58:00,9666.351199999996,wait,gray
2024-03-14 17:59:00,9666.351199999996,wait,gray
2024-03-14 18:00:00,9666.351199999996,wait,gray
2024-03-14 18:01:00,9666.351199999996,wait,gray
2024-03-14 18:02:00,9666.351199999996,wait,gray
2024-03-14 18:03:00,9666.351199999996,wait,gray
2024-03-14 18:04:00,9666.351199999996,wait,gray
2024-03-14 18:05:00,9666.351199999996,wait,gray
2024-03-14 18:06:00,9666.351199999996,wait,gray
2024-03-14 18:07:00,9666.351199999996,wait,gray
2024-03-14 18:08:00,9666.351199999996,wait,gray
2024-03-14 18:09:00,9666.351199999996,wait,gray
2024-03-14 18:10:00,9666.351199999996,wait,gray
2024-03-14 18:11:00,9666.351199999996,wait,gray
2024-03-14 18:12:00,9666.351199999996,wait,gray
2024-03-14 18:13:00,9666.351199999996,wait,gray
2024-03-14 18:14:00,9666.351199999996,wait,gray
2024-03-14 18:15:00,9666.351199999996,wait,gray
2024-03-14 18:16:00,9666.351199999996,wait,gray
2024-03-14 18:17:00,9666.351199999996,wait,gray
2024-03-14 18:18:00,9666.351199999996,wait,gray
2024-03-14 18:19:00,9666.351199999996,wait,gray
2024-03-14 18:20:00,9666.351199999996,wait,gray
2024-03-14 18:21:00,9666.351199999996,wait,gray
2024-03-14 18:22:00,9666.351199999996,wait,gray
2024-03-14 18:23:00,9666.351199999996,wait,gray
2024-03-14 18:24:00,9666.351199999996,wait,gray
2024-03-14 18:25:00,9666.351199999996,wait,gray
2024-03-14 18:26:00,9666.351199999996,wait,gray
2024-03-14 18:27:00,9666.351199999996,wait,gray
2024-03-14 18:28:00,9666.351199999996,wait,gray
2024-03-14 18:29:00,9666.351199999996,wait,gray
2024-03-14 18:30:00,9666.351199999996,wait,gray
2024-03-14 18:31:00,9666.351199999996,wait,gray
2024-03-14 18:32:00,9666.351199999996,wait,gray
2024-03-14 18:33:00,9666.351199999996,wait,gray
2024-03-14 18:34:00,9666.351199999996,wait,gray
2024-03-14 18:35:00,9666.351199999996,wait,gray
2024-03-14 18:36:00,9666.351199999996,wait,gray
2024-03-14 18:37:00,9666.351199999996,wait,gray
2024-03-14 18:38:00,9666.351199999996,wait,gray
2024-03-14 18:39:00,9666.351199999996,wait,gray
2024-03-14 18:40:00,9666.351199999996,wait,gray
2024-03-14 18:41:00,9666.351199999996,wait,gray
2024-03-14 18:42:00,9666.351199999996,wait,gray
2024-03-14 18:43:00,9666.351199999996,wait,gray
2024-03-14 18:44:00,9666.351199999996,wait,gray
2024-03-14 18:45:00,9666.351199999996,wait,gray
2024-03-14 18:46:00,9666.351199999996,wait,gray
2024-03-14 18:47:00,9666.351199999996,wait,gray
2024-03-14 18:49:00,9666.351199999996,wait,gray
2024-03-14 18:50:00,9666.351199999996,wait,gray
2024-03-14 18:51:00,9666.351199999996,wait,gray
2024-03-14 18:52:00,9666.351199999996,wait,gray
2024-03-14 18:53:00,9666.351199999996,wait,gray
2024-03-14 18:54:00,9666.351199999996,wait,gray
2024-03-14 18:55:00,9666.351199999996,wait,gray
2024-03-14 18:56:00,9666.351199999996,wait,gray
2024-03-14 18:57:00,9666.351199999996,wait,gray
2024-03-14 18:58:00,9666.351199999996,wait,gray
2024-03-14 18:59:00,9666.351199999996,wait,gray
2024-03-14 19:00:00,9666.351199999996,wait,gray
2024-03-14 19:01:00,9666.351199999996,wait,gray
2024-03-14 19:02:00,9666.351199999996,wait,gray
2024-03-14 19:03:00,9666.351199999996,wait,gray
2024-03-14 19:04:00,9666.351199999996,wait,gray
2024-03-14 19:05:00,9666.351199999996,wait,gray
2024-03-14 19:06:00,9666.351199999996,wait,gray
2024-03-14 19:07:00,9666.351199999996,wait,gray
2024-03-14 19:08:00,9666.351199999996,wait,gray
2024-03-14 19:09:00,9666.351199999996,wait,gray
2024-03-14 19:10:00,9666.351199999996,wait,gray
2024-03-14 19:11:00,9666.351199999996,wait,gray
2024-03-14 19:12:00,9666.351199999996,wait,gray
2024-03-14 19:13:00,9666.351199999996,wait,gray
2024-03-14 19:14:00,9666.351199999996,wait,gray
2024-03-14 19:15:00,9666.351199999996,wait,gray
2024-03-14 19:16:00,9666.351199999996,wait,gray
2024-03-14 19:17:00,9666.351199999996,wait,gray
2024-03-14 19:18:00,9666.351199999996,wait,gray
2024-03-14 19:19:00,9666.351199999996,wait,gray
2024-03-14 19:20:00,9666.351199999996,wait,gray
2024-03-14 19:21:00,9666.351199999996,wait,gray
2024-03-14 19:22:00,9666.351199999996,wait,gray
2024-03-14 19:23:00,9666.351199999996,wait,gray
2024-03-14 19:24:00,9666.351199999996,wait,gray
2024-03-14 19:25:00,9666.351199999996,wait,gray
2024-03-14 19:26:00,9666.351199999996,wait,gray
2024-03-14 19:27:00,9666.351199999996,wait,gray
2024-03-14 19:28:00,9666.351199999996,wait,gray
2024-03-14 19:29:00,9666.351199999996,wait,gray
2024-03-14 19:30:00,9666.351199999996,wait,gray
2024-03-14 19:31:00,9666.351199999996,wait,gray
2024-03-14 19:32:00,9666.351199999996,wait,gray
2024-03-14 19:33:00,9666.351199999996,wait,gray
2024-03-14 19:34:00,9666.351199999996,wait,gray
2024-03-14 19:35:00,9666.351199999996,wait,gray
2024-03-14 19:36:00,9666.351199999996,wait,gray
2024-03-14 19:37:00,9666.351199999996,wait,gray
2024-03-14 19:38:00,9666.351199999996,wait,gray
2024-03-14 19:39:00,9666.351199999996,wait,gray
2024-03-14 19:40:00,9666.351199999996,wait,gray
2024-03-14 19:41:00,9666.351199999996,wait,gray
2024-03-14 19:42:00,9666.351199999996,wait,gray
2024-03-14 19:43:00,9666.351199999996,wait,gray
2024-03-14 19:44:00,9666.351199999996,wait,gray
2024-03-14 19:45:00,9666.351199999996,wait,gray
2024-03-14 19:46:00,9666.351199999996,wait,gray
2024-03-14 19:47:00,9666.351199999996,wait,gray
2024-03-14 19:48:00,9666.351199999996,wait,gray
2024-03-14 19:49:00,9666.351199999996,wait,gray
2024-03-14 19:50:00,9666.351199999996,wait,gray
2024-03-14 19:51:00,9666.351199999996,wait,gray
2024-03-14 19:52:00,9666.351199999996,wait,gray
2024-03-14 19:53:00,9666.351199999996,wait,gray
2024-03-14 19:54:00,9666.351199999996,wait,gray
2024-03-14 19:55:00,9666.351199999996,wait,gray
2024-03-14 19:56:00,9666.351199999996,wait,gray
2024-03-14 19:57:00,9666.351199999996,wait,gray
2024-03-14 19:58:00,9666.351199999996,wait,gray
2024-03-14 19:59:00,9666.351199999996,wait,gray
2024-03-15 07:00:00,9666.351199999996,wait,gray
2024-03-15 07:01:00,9666.351199999996,wait,gray
2024-03-15 07:02:00,9666.351199999996,long,green
2024-03-15 07:03:00,9653.017919999998,wait,gray
2024-03-15 07:04:00,9653.017919999998,wait,gray
2024-03-15 07:05:00,9653.017919999998,wait,gray
2024-03-15 07:06:00,9653.017919999998,wait,gray
2024-03-15 07:07:00,9653.017919999998,wait,gray
2024-03-15 07:08:00,9653.017919999998,wait,gray
2024-03-15 07:09:00,9653.017919999998,wait,gray
2024-03-15 07:10:00,9653.017919999998,wait,gray
2024-03-15 07:11:00,9653.017919999998,wait,gray
2024-03-15 07:12:00,9653.017919999998,wait,gray
2024-03-15 07:13:00,9653.017919999998,wait,gray
2024-03-15 07:14:00,9653.017919999998,wait,gray
2024-03-15 07:15:00,9653.017919999998,wait,gray
2024-03-15 07:16:00,9653.017919999998,wait,gray
2024-03-15 07:17:00,9653.017919999998,wait,gray
2024-03-15 07:18:00,9653.017919999998,wait,gray
2024-03-15 07:19:00,9653.017919999998,long,red
2024-03-15 07:20:00,9657.257439999998,wait,gray
2024-03-15 07:21:00,9657.257439999998,wait,gray
2024-03-15 07:22:00,9657.257439999998,wait,gray
2024-03-15 07:23:00,9657.257439999998,wait,gray
2024-03-15 07:24:00,9657.257439999998,wait,gray
2024-03-15 07:25:00,9657.257439999998,wait,gray
2024-03-15 07:26:00,9657.257439999998,wait,gray
2024-03-15 07:27:00,9657.257439999998,wait,gray
2024-03-15 07:28:00,9657.257439999998,wait,gray
2024-03-15 07:29:00,9657.257439999998,wait,gray
2024-03-15 07:30:00,9657.257439999998,wait,gray
2024-03-15 07:31:00,9657.257439999998,wait,gray
2024-03-15 07:32:00,9657.257439999998,wait,gray
2024-03-15 07:33:00,9657.257439999998,wait,gray
2024-03-15 07:34:00,9657.257439999998,wait,gray
2024-03-15 07:35:00,9657.257439999998,wait,gray
2024-03-15 07:36:00,9657.257439999998,wait,gray
2024-03-15 07:37:00,9657.257439999998,wait,gray
2024-03-15 07:38:00,9657.257439999998,wait,gray
2024-03-15 07:39:00,9657.257439999998,wait,gray
2024-03-15 07:40:00,9657.257439999998,wait,gray
2024-03-15 07:41:00,9657.257439999998,wait,gray
2024-03-15 07:42:00,9657.257439999998,wait,gray
2024-03-15 07:43:00,9657.257439999998,wait,gray
2024-03-15 07:44:00,9657.257439999998,wait,gray
2024-03-15 07:45:00,9657.257439999998,wait,gray
2024-03-15 07:46:00,9657.257439999998,wait,gray
2024-03-15 07:47:00,9657.257439999998,wait,gray
2024-03-15 07:48:00,9657.257439999998,wait,gray
2024-03-15 07:49:00,9657.257439999998,wait,gray
2024-03-15 07:50:00,9657.257439999998,wait,gray
2024-03-15 07:51:00,9657.257439999998,wait,gray
2024-03-15 07:52:00,9657.257439999998,wait,gray
2024-03-15 07:53:00,9657.257439999998,wait,gray
2024-03-15 07:54:00,9657.257439999998,wait,gray
2024-03-15 07:55:00,9657.257439999998,wait,gray
2024-03-15 07:56:00,9657.257439999998,wait,gray
2024-03-15 07:57:00,9657.257439999998,short,green
2024-03-15 07:58:00,9655.489119999998,wait,gray
2024-03-15 07:59:00,9655.489119999998,wait,gray
2024-03-15 08:00:00,9655.489119999998,wait,gray
2024-03-15 08:01:00,9655.489119999998,wait,gray
2024-03-15 08:02:00,9655.489119999998,wait,gray
2024-03-15 08:03:00,9655.489119999998,wait,gray
2024-03-15 08:04:00,9655.489119999998,wait,gray
2024-03-15 08:05:00,9655.489119999998,wait,gray
2024-03-15 08:06:00,9655.489119999998,wait,gray
2024-03-15 08:07:00,9655.489119999998,wait,gray
2024-03-15 08:08:00,9655.489119999998,wait,gray
2024-03-15 08:09:00,9655.489119999998,wait,gray
2024-03-15 08:10:00,9655.489119999998,wait,gray
2024-03-15 08:11:00,9655.489119999998,wait,gray
2024-03-15 08:12:00,9655.489119999998,wait,gray
2024-03-15 08:13:00,9655.489119999998,wait,gray
2024-03-15 08:14:00,9655.489119999998,wait,gray
2024-03-15 08:15:00,9655.489119999998,wait,gray
2024-03-15 08:16:00,9655.489119999998,wait,gray
2024-03-15 08:17:00,9655.489119999998,wait,gray
2024-03-15 08:18:00,9655.489119999998,wait,gray
2024-03-15 08:19:00,9655.489119999998,wait,gray
2024-03-15 08:20:00,9655.489119999998,wait,gray
2024-03-15 08:21:00,9655.489119999998,wait,gray
2024-03-15 08:22:00,9655.489119999998,wait,gray
2024-03-15 08:23:00,9655.489119999998,wait,gray
2024-03-15 08:24:00,9655.489119999998,wait,gray
2024-03-15 08:25:00,9655.489119999998,wait,gray
2024-03-15 08:26:00,9655.489119999998,wait,gray
2024-03-15 08:27:00,9655.489119999998,wait,gray
2024-03-15 08:28:00,9655.489119999998,wait,gray
2024-03-15 08:29:00,9655.489119999998,wait,gray
2024-03-15 08:30:00,9655.489119999998,wait,gray
2024-03-15 08:31:00,9655.489119999998,wait,gray
2024-03-15 08:32:00,9655.489119999998,wait,gray
2024-03-15 08:33:00,9655.489119999998,wait,gray
2024-03-15 08:34:00,9655.489119999998,wait,gray
2024-03-15 08:35:00,9655.489119999998,wait,gray
2024-03-15 08:36:00,9655.489119999998,wait,gray
2024-03-15 08:37:00,9655.489119999998,wait,gray
2024-03-15 08:38:00,9655.489119999998,wait,gray
2024-03-15 08:39:00,9655.489119999998,wait,gray
2024-03-15 08:40:00,9655.489119999998,wait,gray
2024-03-15 08:41:00,9655.489119999998,wait,gray
2024-03-15 08:42:00,9655.489119999998,wait,gray
2024-03-15 08:43:00,9655.489119999998,wait,gray
2024-03-15 08:44:00,9655.489119999998,wait,gray
2024-03-15 08:45:00,9655.489119999998,wait,gray
2024-03-15 08:46:00,9655.489119999998,wait,gray
2024-03-15 08:47:00,9655.489119999998,wait,gray
2024-03-15 08:48:00,9655.489119999998,wait,gray
2024-03-15 08:49:00,9655.489119999998,wait,gray
2024-03-15 08:50:00,9655.489119999998,wait,gray
2024-03-15 08:51:00,9655.489119999998,wait,gray
2024-03-15 08:52:00,9655.489119999998,wait,gray
2024-03-15 08:53:00,9655.489119999998,wait,gray
2024-03-15 08:54:00,9655.489119999998,wait,gray
2024-03-15 08:55:00,9655.489119999998,wait,gray
2024-03-15 08:56:00,9655.489119999998,wait,gray
2024-03-15 08:57:00,9655.489119999998,wait,gray
2024-03-15 08:58:00,9655.489119999998,wait,gray
2024-03-15 08:59:00,9655.489119999998,wait,gray
2024-03-15 09:00:00,9655.489119999998,wait,gray
2024-03-15 09:01:00,9655.489119999998,wait,gray
2024-03-15 09:02:00,9655.489119999998,wait,gray
2024-03-15 09:03:00,9655.489119999998,wait,gray
2024-03-15 09:04:00,9655.489119999998,wait,gray
2024-03-15 09:05:00,9655.489119999998,wait,gray
2024-03-15 09:06:00,9655.489119999998,wait,gray
2024-03-15 09:07:00,9655.489119999998,wait,gray
2024-03-15 09:08:00,9655.489119999998,wait,gray
2024-03-15 09:09:00,9655.489119999998,wait,gray
2024-03-15 09:10:00,9655.489119999998,wait,gray
2024-03-15 09:11:00,9655.489119999998,wait,gray
2024-03-15 09:12:00,9655.489119999998,wait,gray
2024-03-15 09:13:00,9655.489119999998,wait,gray
2024-03-15 09:14:00,9655.489119999998,wait,gray
2024-03-15 09:15:00,9655.489119999998,wait,gray
2024-03-15 09:16:00,9655.489119999998,wait,gray
2024-03-15 09:17:00,9655.489119999998,wait,gray
2024-03-15 09:18:00,9655.489119999998,wait,gray
2024-03-15 09:19:00,9655.489119999998,wait,gray
2024-03-15 09:20:00,9655.489119999998,wait,gray
2024-03-15 09:21:00,9655.489119999998,wait,gray
2024-03-15 09:22:00,9655.489119999998,wait,gray
2024-03-15 09:23:00,9655.489119999998,wait,gray
2024-03-15 09:24:00,9655.489119999998,wait,gray
2024-03-15 09:25:00,9655.489119999998,wait,gray
2024-03-15 09:26:00,9655.489119999998,wait,gray
2024-03-15 09:27:00,9655.489119999998,wait,gray
2024-03-15 09:28:00,9655.489119999998,wait,gray
2024-03-15 09:29:00,9655.489119999998,wait,gray
2024-03-15 09:30:00,9655.489119999998,wait,gray
2024-03-15 09:31:00,9655.489119999998,wait,gray
2024-03-15 09:32:00,9655.489119999998,wait,gray
2024-03-15 09:33:00,9655.489119999998,wait,gray
2024-03-15 09:34:00,9655.489119999998,wait,gray
2024-03-15 09:35:00,9655.489119999998,wait,gray
2024-03-15 09:36:00,9655.489119999998,wait,gray
2024-03-15 09:37:00,9655.489119999998,wait,gray
2024-03-15 09:38:00,9655.489119999998,wait,gray
2024-03-15 09:39:00,9655.489119999998,wait,gray
2024-03-15 09:40:00,9655.489119999998,wait,gray
2024-03-15 09:41:00,9655.489119999998,wait,gray
2024-03-15 09:42:00,9655.489119999998,wait,gray
2024-03-15 09:43:00,9655.489119999998,wait,gray
2024-03-15 09:44:00,9655.489119999998,wait,gray
2024-03-15 09:45:00,9655.489119999998,wait,gray
